OBJECTID,SCH_GUID,COUNTYCODE,COUNTY,DIST_CODE,DIST_NAME,SCHOOLCODE,SCHOOLTYPE,SCHOOL,SCHOOLNAME,X,Y,SOURCE
3332,d784e804-74a0-49b0-8b88-5a36d3d00e27,80,ESSEX,7320,North Star Academy Charter School,960,ELEMENTARY,North Star Academy Charter School,North Star Academy Cs Of Newark-Liberty Elementary School,576459.7741,697257.8928,
3333,bfb73111-8919-407b-98dd-df1d9d199c0c,80,ESSEX,7320,North Star Academy Charter School,960,MIDDLE SCHOOL,North Star Academy Charter School,North Star Academy Cs Of Newark-Vailsburg Middle School,566102.074,696368.6521,
3334,0257b547-e6b6-420f-b87f-007bceb1fe6c,80,ESSEX,7320,North Star Academy Charter School,960,ELEMENTARY,North Star Academy Charter School,North Star Academy Cs Of Newark-Vailsburg Elementary School,566102.074,696368.6521,
3335,a634910f-fe9b-4d0a-920d-d100ec6cef43,80,ESSEX,7320,North Star Academy Charter School,960,MIDDLE SCHOOL,North Star Academy Charter School,North Star Academy Cs Of Newark-West Side Park Middle School,572510.8804,692052.8717,
3336,e8a5e14a-1719-4605-a87c-3370e531c742,80,ESSEX,7320,North Star Academy Charter School,960,MIDDLE SCHOOL,North Star Academy Charter School,North Star Academy Cs Of Newark-Clinton Hill Middle School,573666.0074,688172.3171,
3337,1f5cb4d6-abdc-4892-828b-fe79dbe73fca,80,ESSEX,7320,North Star Academy Charter School,960,MIDDLE SCHOOL,North Star Academy Charter School,North Star Academy Cs Of Newark-Central Avenue Middle School,582841.0425,695483.6739,
3338,247258e9-53a0-4991-afc9-9a15be55cf59,80,ESSEX,7320,North Star Academy Charter School,960,ELEMENTARY SCHOOL,North Star Academy Charter School,North Star Academy Cs Of Newark-Lincoln Park Elementary School,581552.0405,691882.1703,
3339,103419ec-4057-4c50-8fa4-aab16ff2c342,80,ESSEX,7320,North Star Academy Charter School,960,HIGH SCHOOL,North Star Academy Charter School,North Star Academy Cs Of Newark-Washington Park High School,583570.1867,695298.0555,
3340,f84f9298-9cef-4488-b78a-d822c77c8044,80,ESSEX,7320,North Star Academy Charter School,960,HIGH SCHOOL,North Star Academy Charter School,North Star Academy Cs Of Newark-Lincoln Park High School,581552.0405,691882.1703,
3341,fd317739-5de2-4c0e-b8de-edfc3d9741f9,80,BERGEN,6013,Bergen Arts and Science Charter School,900,ELEMENTARY (GRADES 2-4),Bergen Arts and Sciences Charter School,Bergen Arts And Sciences-Elementary School,596721.1657,747522.7457,
3342,7ba9af87-8183-4c67-a23d-7f4082eae0a2,80,BERGEN,6013,Bergen Arts and Science Charter School,900,HIGH SCHOOL (GRADES 9-12),Bergen Arts and Sciences Charter School,Bergen Arts And Sciences-High School,619130.3485,750577.6543,
3343,58a9aaf4-c973-4b8c-b311-fb4843b3810d,80,PASSAIC,6080,Passaic Arts And Science Charter School,966,ELEMENTARY (K-3),Passaic Arts and Science Charter School,Passaic Arts And Science Charter School-Primary School,592085.7068,749978.6043,
3344,a44fb87c-141b-4df0-9800-20999e42c685,80,PASSAIC,6080,Passaic Arts And Science Charter School,966,MIDDLE SCHOOL (4-8),Passaic Arts and Science Charter School,Passaic Arts And Science Charter School-Middle School,597785.488,741171.2676,
3345,ab3f2d17-f01b-4e2c-b696-dfd4744c61e8,80,CAMDEN,6107,Camden'S Promise Charter School,998,ELEMENTARY (K-GRADE 4),Camden's Promise Charter School,Katz Dalsey Academy-Rosedale Campus,328614.8682,408495.0897,
3346,0454f531-52b3-4867-9797-b45940c6a69d,80,CAMDEN,6107,Camden'S Promise Charter School,998,HIGH SCHOOL,Camden's Promise Charter School,Camden Academy Charter High School,316929.2784,405070.4545,
3347,2e5b41cd-08b7-4a9b-a720-1be4ee2599d4,80,CAMDEN,7109,Leap Academy University Charter School,931,GRADES K-3,Leap Academy University Charter School,Leap Academy University Stem-Elementary School,319017.1528,405998.7115,
3348,b7213735-f451-4cdb-8532-8a079991da19,80,CAMDEN,7109,Leap Academy University Charter School,931,INTERMEDIATE (7-9),Leap Academy University Charter School,Leap Academy University Stem-Intermediate School,318390.534,406030.6035,
3349,64366a8a-d96b-49bb-b089-607462db5e9e,80,CAMDEN,7109,Leap Academy University Charter School,931,HIGH SCHOOL (GRADES 10-12),Leap Academy University Charter School,Leap Academy University Stem/Steam-High School,318747.426,405815.5223,
3350,d06c5910-631c-45bc-a001-3db2097f9ffc,80,ESSEX,7730,Robert Treat Academy Charter School,970,ELEMENTARY,Robert Treat Academy Charter School,Robert Treat Academy Charter School-Jackie Robinson Campus,580208.8247,692915.4641,
3351,9f75b60e-e19a-41c2-a6fe-dfd50d8ff5c1,80,ESSEX,7325,Team Academy Charter School,965,ELEMENTARY (K-GRADE 4),TEAM Academy Charter School,Kipp Spark Academy Charter School,582288.2785,692450.6134,
3352,bd61ab0a-1df6-43c0-8458-8fc6003eb6ed,80,ESSEX,7325,Team Academy Charter School,965,ELEMENTARY (K-GRADE 4),TEAM Academy Charter School,Kipp Seek Academy Charter School,571001.6174,683186.0623,
3353,c465085e-37e8-4824-b8cb-c8ff270f9120,80,ESSEX,7325,Team Academy Charter School,965,MIDDLE SCHOOL (GRADES 5-8),TEAM Academy Charter School,Kipp Rise Academy Charter School,574237.4482,694753.9496,
3354,7b33f8f8-a8c8-400e-a9a8-ea38d70d9d3e,80,ESSEX,7325,Team Academy Charter School,965,,TEAM Academy Charter School,TEAM Academy Charter School,583851.4027,694031.9642,
3355,e1950b66-6038-4abb-99cc-d78b78355cd5,80,HUDSON,6720,Hoboken Charter School,930,HIGH SCHOOL,Hoboken Charter School,Hoboken Charter School-Upper School,620684.8717,694256.4637,
3356,762e1dbf-1f68-4618-87dc-3463c3fface9,80,MERCER,7500,Pace Charter School Of Hamilton,900,Middle School (7-8),Pace Charter School of Hamilton,Pace Charter School Of Hamilton-Lower School,427018.4854,497515.8208,
3357,9f111fc1-84b5-4a01-bd6d-18944a60962a,80,MERCER,7500,Pace Charter School Of Hamilton,900,LOWER SCHOOL (GRADES K-2),Pace Charter School of Hamilton,Pace Charter School Of Hamilton-Upper School,427392.8288,504788.343,
3358,08db117c-6e3a-44c5-87b2-26f04419d6f2,80,PASSAIC,6021,Community Charter School Of Paterson,905,ELEMENTARY (GRADE 5),Community Charter School of Paterson,Community Charter School Of Paterson,580799.7864,757656.8871,
3359,63fcbfe5-0e23-41a3-ae3b-bfde9091d513,80,PASSAIC,6021,Community Charter School Of Paterson,905,MIDDLE SCHOOL (GRADES 6-8),Community Charter School of Paterson,Community Charter School Of Paterson-Middle School,580883.3873,756706.5085,
3360,c508a652-6ca8-4f21-b898-0a38a54400ef,80,PASSAIC,7503,Paterson Charter School for Science and Technology,970,MIDDLE/HIGH SCHOOL (GRADES 7 - 12),Paterson Charter School for Science/Technology,Paterson Charter School For Science/Technology,587429.8066,751355.0034,
3361,1c3172cf-f317-4fd7-92c9-b2a1b8228eb3,80,UNION,6101,College Achieve Central Charter School,992,MIDDLE (GRADES 7-9),College Achieve Central Charter School,College Achieve Public Charter School-Central Campus,512869.1595,652565.9257,CHARTER
3362,28746b5d-4fbd-4f90-b8fe-51cb1b54307c,24,MIDDLESEX,651,Perth Amboy City,01G,ELEMNETARY (K-GRADE 3),Perth Amboy Catholic School,Perth Amboy Catholic School-Primary School,551157.9599,616138.0947,
3363,377bc2e6-0546-4976-98d1-66f12afe4cbe,26,MONMOUTH,761,Marlboro Twp,98G,K-GRADE 12,Marlboro Jewish Center,Marlboro Jewish Center Religious School,556905.2371,541148.5813,
3364,c43871e0-92d4-419b-9742-126ad82e7a00,26,MONMOUTH,742,Long Branch City,82G,PRESCHOOL,Seashore School,Seashore Day Camp & School,632918.9883,535485.4247,
3365,9bbdb4fd-71d5-43ff-af44-37292804f698,26,MONMOUTH,742,Long Branch City,82G,K-GRADE 8,Seashore School,Seashore Day Camp & School,632843.2499,535394.8937,
3366,d193619f-d4d7-4fb6-88c9-4ef52845bd8e,5,BURLINGTON,4050,Pemberton Township School District,301,"ELEMENTARY, PRE K-GRADE 5",Isaiah Haines,Isaiah Haines Elementary Schiool.,467335.1039,416269.6076,
3367,3a4a766b-c65e-4bb4-88d7-869f45a8940f,5,BURLINGTON,5805,Willingboro Public School District,300,"ALTERNATIVE EDUCATION PROGRAM, GRADES 6-12",James A. Cotten Intermediate School,James A. Cotten Intermediate School,381384.6091,435541.8618,
3368,6e5858f8-0bc8-4776-af25-b6e1a6efce46,13,ESSEX,3570,Newark Public School District,80,HIGH SCHOOL,West Side High School,West Side High School,574228.0725,695304.0971,
3369,3d8eac9a-1d6c-40d0-a053-db7a4ad8ccbc,17,HUDSON,2390,Jersey City Public Schools,302,ELEMENTARY,"Patricia M. Noonan School, Ps #26","Patricia M. Noonan School, Ps #26",614838.2131,694519.0216,
3370,23654d2a-d7d0-43bb-b5e8-e21ad2c86f3a,17,HUDSON,5240,Union City School District,140,ELEMENTARY,Sara M. Gilmore Academy,Sara M. Gilmore Academy,619428.1304,703798.072,
3371,d71b3e2a-d0ae-4846-8407-1736cc7a82ff,21,MERCER,3105,Area Vocational Technical School District of Mercer County,300,COUNTY VOCATIONAL-TECHNICAL SCHOOL OR INSTITUTE,Mercer County Technical School Culinary Arts Academy,Mercer County Technical School Culinary Arts Academy,417211.7901,529549.2902,
3372,fcf06ee6-ccca-4562-b4d5-28ac4d933001,21,MERCER,3105,Area Vocational Technical School District of Mercer County,304,COUNTY VOCATIONAL-TECHNICAL SCHOOL OR INSTITUTE,Mercer County Technical School Health Sciences Academy,Mercer County Technical School Health Sciences Academy,448637.2332,515889.0347,
3373,0a6b21cf-c551-4bbb-b6a5-0281517b2b35,23,MIDDLESEX,4090,Perth Amboy Public School District,300,"ELEMENTARY, GRADES 2-5",Dual Language School,Dual Language School,542827.2488,617904.122,
3374,7dd840e5-cb98-457c-a890-5a1dde777d34,27,MORRIS,3365,Morris County Vocational School District,301,COUNTY VOCATIONAL-TECHNICAL SCHOOL OR INSTITUTE,Academy For Biotechnology,Academy For Biotechnology,512411.6181,751132.4353,
3375,669ef0f1-3b96-4224-931a-637d48631b23,39,UNION,5245,Union County Educational Services Commission,300,"HIGH SCHOOL, DISABILITIES",Work Readiness Academy,Work Readiness Academy,539391.1658,672974.5906,
3376,b2621d0f-c404-40a2-b081-24b3a6b75b18,80,ESSEX,6110,Achieve Community Charter School,902,ELEMENTARY,Achieve Community Charter School,Achieve Community Charter School,574459.2699,688013.7725,CHARTER
3377,1d96a1f9-05ee-4a9b-9aa8-9eda8f43593b,80,ESSEX,6109,Lead Charter School,953,HIGH SCHOOL,Lead Charter School,Lead Charter School,577030.0056,694083.0104,CHARTER
3378,b5ac11e8-4976-49c2-8caf-ddfaae05929b,14,ESSEX,1915,East Hanover Twp.,10Q,,Brinca Preschool,Brinca Preschool,528726.3814,723986.6858,
3379,05ff4f58-3b54-435f-9e9b-668787fd7819,14,ESSEX,1974,East Orange,12U,DAY CARE,Buzzing Bees Academy,Buzzing Bees Learning Center,570855.931,709545.8272,
3380,74ce2b9a-eba6-4330-8be1-f29930a7615d,30,OCEAN,1907,Lakewood,10H,,"Chaburah, The","Chaburah, The",574820.1146,464173.4826,
3381,970b2052-9939-4ae5-b3bc-6cad5041b9b4,30,OCEAN,1909,Lakewood,10K,,Cheder Eitz Chaim,Cheder Eitz Chaim,578230.9786,449796.8234,
3382,122d3c4c-9f78-405d-879f-95c746ea8110,30,OCEAN,1964,Lakewood,12L,,Congregation Yeshiva Mkor Chaim,Congregation Yeshiva Mkor Chaim,562388.5552,450595.8159,
3383,a7fbdb6c-f2dc-438c-85bf-4f97b7b5077f,2,ATLANTIC,1982,Egg Harbor Twp,13A,,Creative Institute Kids' College,Creative Institute Kids' College,457693.716,199075.0135,
3384,1566ae6a-c13f-4e5e-bb3a-d1f068f9f9df,18,HUDSON,1908,Jersey City,10J,,"Full Will Of God Christian Academy, The","Full Will Of God Christian Academy, The",606304.9683,681246.2722,
3385,9aaada91-25e4-4d86-9200-0f64ee0ddb0c,14,ESSEX,1972,Montclair,12S,MIDDLE/HIGH SCHOOL,Fusion Academy,Fusion Academy,570537.9749,721356.0552,
3386,4369d6fc-abd7-4553-9116-509a2e371b74,30,OCEAN,1968,Jackson Township,12P,GRADES K-12,Jesus' Harvest Time Academy,Jesus' Harvest Time Academy,527715.447,471034.4817,
3387,84e5c4b5-5f2e-4002-b8ba-2e4c03ebc73d,4,BERGEN,1427,Montvale,21S,"PRESCHOOL, K",Am-Tree Developmental Nursery School,Am Tree Developmental Nursery School,615577.7556,811449.5693,
3388,f75054ad-0781-45b4-960f-28d6387e330d,42,WARREN,1976,Washington Borough,12V,"PK-GRADE 2, SPECIAL NEEDS",Lavender Hills Education,Lavender Hills Education,339574.4244,692212.705,
3389,603d43f2-e0c0-4b35-8eb7-f6b5e53a332b,18,HUDSON,1979,Harrison,12Y,,Marwah Academy,Marwah Academy,586630.4637,696952.2346,
3390,9ae424fb-801a-4d08-830b-c69273f9d6d1,30,OCEAN,1981,Lakewood,12Z,,"Mekor Hachinuch/S.C.S.C., Inc.","Mekor Hachinuch/S.C.S.C., Inc.",581492.3552,451857.9292,
3391,475463cd-3df4-40a2-9ae2-b7ca992235a1,36,SOMERSET,1962,Franklin,12J,"K-8, SPECIAL NEEDS",Menon Institute of Literacy and Learning,Menon Institute For Learning And Literacy,485540.8319,614155.1036,
3392,88f99c45-6689-48bc-a23e-cc471cb11501,30,OCEAN,1902,Lakewood,10C,,Mesivta Keren Orah,Meshivta Keren Orah,571085.4479,450029.5441,
3393,48b8bdd1-f40f-4ac0-a201-b3edadc0819a,30,OCEAN,1971,Lakewood,12R,,Mesivta Gaon Yaakov,Mesivta Gaon Yaakov,584870.4896,463072.723,
3394,aaf55993-daf2-40bb-971c-5144a3161a35,24,MIDDLESEX,1957,Edison,12E,"CHILD CARE, PRESCHOOL-K",Middlesex County College Child Care,Middlesex County College Child Care,529423.5115,610732.5809,
3395,41981fed-a799-4b23-9ad2-1705e8f120de,30,OCEAN,1963,Lakewood,12K,,Ohr Avrohom Chaim,Ohr Avrohom Chaim,573648.3434,460493.5235,
3396,1330d6bd-f8c0-4541-83ad-1dce96dd224b,8,CAMDEN,1967,Berlin Township,12N,DAY CARE,"Providence Pediatric Medical Daycare, Inc.","Providence Pediatric Medical Daycare, Inc.",371852.9786,356200.5864,
3397,60937730-11e7-47fe-858e-a5d302893840,40,UNION,1924,Elizabeth Public Schools,10Y,,Repairers Of The Breach Christian Academy,Repairers Of The Breach Christian Academy,571316.6115,667239.1575,
3398,43030107-0060-4719-bb64-6d60844f0ff0,28,MORRIS,1906,Boonton Town,10G,,"Sedes Sapientiae School, Inc",Sedes Sapientiae School,515989.7333,755814.7438,
3399,ee683291-0d5b-40be-8c35-5e47ece22e13,4,BERGEN,1905,Teaneck,10F,,Sinai Shalem At Heichal Hetorah,Sinai Shalem At Heichal Hetorah,627906.9402,747897.217,
3400,9e775aa6-4133-45ef-adca-b12ea64ceab8,22,MERCER,1935,Trenton,11J,,Sprout U School Of The Arts,Sprout U School Of The Arts,420342.9512,510505.1649,
3401,3fc12167-c87b-4cfd-8e0c-06088f877e9b,24,MIDDLESEX,1696,Edison Twp,18W,CHILD CARE,Stem Academy For Young Kids,Stem Academy For Young Kids,536266.2055,632973.3445,
3402,8865cf7f-96b3-48f6-9cf1-028bf7f30691,8,CAMDEN,1966,Cherry Hill,12M,,Temple Beth Sholom,Temple Beth Sholom,364569.1405,379820.8082,
3403,6915bb2d-6d8f-4d75-8ace-3b3ef6f85707,18,HUDSON,1903,Jersey City,10D,PK-MS,The French American Academy,The French American Academy,618693.8002,688626.2303,
3404,d39750d6-2e34-44d9-b7f9-25197614632e,18,HUDSON,1956,Jersey City,12D,PRESCHOOL,"World of ABC, The Waldo School",The Waldo School,620249.1557,688002.7482,
3405,ed282c5f-db2c-45f1-9d9c-b43624574aa0,14,ESSEX,1904,Newark,10E,Religious continuing education,Triumph Academy,Triumph School of Integral Studies ,573845.2934,684213.1512,
3406,1e645eef-2823-4a2b-a4d6-efa3abbde345,40,UNION,1892,Westfield,09T,CHILD CARE/K,Wesley Hall School For Early Childhood Kindergarten,Wesley Hall School For Early Childhood Kindergarten,533630.9395,661833.2871,
3407,803bbc0f-fd1a-4fe8-970b-949568cbcd14,30,OCEAN,1899,Lakewood,10A,,Yeshivas Ohr Olam,Yeshivas Ohr Olam,562168.8037,452185.7376,
3408,374f44ba-cdd6-488b-ac1a-0bbd7554e74b,11,CUMBERLAND,5390,Vineland Public School District,50,"HS, GRADES 9-10",Vineland Senior High School,Vineland High School - North Campus,359306.1503,236009.9731,
3409,76eed6cb-cd4e-4527-b23e-e001bfe94a55,80,UNION,6101,College Achieve Central Charter School,992,ELEMENTARY (GRADES 4-6),College Achieve Central Charter School,College Achieve Public Charter School,519925.3937,654680.2811,CHARTER
3410,b6204ee9-d98d-463a-b354-225950012690,80,MONMOUTH,7891,College Achieve Greater Asbury Park Charter School,904,"ELEMENTARY (K-GRADE 1,5,6)",College Achieve Greater Asbury Park Charter School,College Achieve Greater Asbury Park Charter School,629835.0702,506340.7766,CHARTER
3411,9516fa37-f22e-4c05-a1de-072ffc45c649,80,OCEAN,7893,Ocean Academy Charter School,918,,Ocean Academy Charter School,Ocean Academy Charter School,557125.4453,444532.9566,CHARTER
3412,ff68bbf6-a069-48e3-a187-bc9b3d4ea577,30,OCEAN,2024,Lakewood Twp,15L,HIGH SCHOOL ,Aderes Bais Yaakov,Aderes Bais Yaakov,562230.6067,456161.7342,PRIVATE
3413,7b4aa3dc-1d0a-40d9-b3ef-91acb748727b,4,BERGEN,1391,Cliffside Park ,14F,PRE-SCHOOL,Apple Montessori School Of Cliffside Park,Apple Montessori School of Cliffside Park,633985.1439,725450.2862,PUBLIC
3414,3452bd67-e528-4e37-ae73-a046011220e2,36,SOMERSET,1396,Hillsborough Twp ,14M,"SPECIAL NEEDS, K-12",Aspire,ASPIRE ,450721.0495,606747.9875,PRIVATE
3415,84be9413-e8ca-458f-adbc-a646e1000bb1,30,OCEAN,1996,Lakewood Twp,13Q,,Belz Institutions Of Lakewood,Belz Institutions of Lakewood,575349.1119,443713.9064,PRIVATE
3416,994c4d31-4dcf-4970-b22d-902f7909d4b0,30,OCEAN,2023,Lakewood Twp,15K,,Bet Yaakov Oz Vehadar,Bet Yaakov Oz Vehadar,574399.3333,448401.9961,PRIVATE
3417,4632167f-3fa1-46a4-a594-13e435bdc68c,8,CAMDEN,1377,Voorhees Township School District,13U,CHILD CARE,Busy Bee'S Christian Family Child Care,Busy Bee's Christian Family Child Care,361422.276,375836.1308,PUBLIC
3418,c407519e-08ac-47a2-ba02-0df47117e86f,40,UNION,1984,Linden,13C,ELEMENTARY SCHOOL,Captain T Academy,Captain T Academy,557340.0987,655596.4941,PRIVATE
3419,9a6d8896-dd39-4823-ba6c-25ef29503c9f,16,GLOUCESTER,2008,Williamstown,14W,HIGH SCHOOL,Finest Of The Wheat Christian Academy,Finest of the Wheat Christian Academy,361125.6624,302606.1286,PRIVATE
3420,9c696c9d-540a-453c-b39f-4a512be13047,14,ESSEX,2019,Orange,15G,GR. 6-8,Freedom Christian Academy,Freedom Christian Academy,562579.254,702816.7304,PRIVATE
3421,fc2fa0f8-17cc-4cc2-be4b-17c0eb31adf0,26,MONMOUTH,2009,Howell Twp,14X,PRESCHOOL - GRADE 1,Liberty Christian School,Liberty Christian School,587081.3516,481380.9896,PRIVATE
3422,af4b160f-7f94-4460-9dbc-f3313d7b5c00,4,BERGEN,2002,Bergenfield Boro,14Q,,Love And Truth Christian Academy,Love and Truth Christian Academy,631599.1264,765188.7609,PRIVATE
3423,6024f0e1-4b16-4389-b6c0-00c5c666e898,14,ESSEX,2042,Bloomfield Twp,16C,K-12,Maarif School,Maarif School,579071.6645,720214.3754,PUBLIC
3424,639c060b-0fe2-4f92-aa90-b2ae33cde9fc,26,MONMOUTH,1384,Manalapan-Englishtown Reg,14A,NURSERY/PRE-SCHOOL,Manalapan Montessori,Manalapan Montessori,542171.0244,548046.7388,PRIVATE
3425,2d8a1492-31bd-42cb-99fa-739614cfae35,30,OCEAN,1997,Lakewood Twp,13R,,Mesivta Darkei Noam,Mesivta Darkei Noam,571021.5835,461605.9671,PRIVATE
3426,5b0be52f-438c-41f2-bafb-e44943ae9f06,80,PASSAIC,7892,College Achieve Paterson Charter School,909,"ELEMENTARY (GRADES K,1,5,6",College Achieve Paterson Charter School,College Achieve Paterson Charter School,581042.0103,758399.2183,CHARTER
3427,d53b51d2-fb6f-41d9-a565-e7f6f34a4252,30,OCEAN,1395,Lakewood Twp,14K,,Mesivta Shaar Hatorah,Mesivta Shaar Hatorah,574714.5676,444106.339,PRIVATE
3428,95bfd0ac-4dff-48b1-84d9-8db7a291169c,26,MONMOUTH,819,Spring Lake Heights School District,54H,PRESCHOOL-ELEMENTARY SCHOOL,Monmouth Montessori Academy,Monmouth Montessori Academy,622583.1382,484358.2854,PRIVATE
3429,7ca3e5c0-1913-45fa-ab82-988728050091,36,SOMERSET,2012,Hillsborough Twp,14Z,"DAY CARE, PRE-SCHOOL, ELEMENTARY",Montessori Kids Universe Of Hillsborough,Montessori Kids Universe of Hillsborough,452565.6029,604954.2165,PRIVATE
3430,2120d527-2c01-4c0c-9b4a-daca90926e10,18,HUDSON,1991,Jersey City,13J,DAY CARE,Mosdos Of Greenville,Mosdos of Greenville,610299.0306,691546.7585,PRIVATE
3431,30d403ac-a84a-491e-9217-053a917d84b7,32,PASSAIC,2026,Totowa Boro,15N,PK-K,Mud Pies Learning Center Of Totowa,Mud Pies Learning Center of Totowa,567741.5734,757084.534,PRIVATE
3432,ed9b27c6-ae74-4145-8956-f5aed15faec9,32,PASSAIC,2025,Totowa Boro,15M,PK-K,Mud Pies Learning Center Of Woodland Park,Mud Pies Learning Center of Woodland Park,574472.6947,750485.3848,PRIVATE
3433,22d70de2-d308-46d4-8740-e1ff9c6dfd96,4,BERGEN,1381,Ridgewood Village,13X,,Naaleh High Schoo for Girls,Naaleh High School for Girls,600305.8238,777746.614,PRIVATE
3434,29cf761c-4acc-4ce8-bd58-647dd8c1bc36,36,MERCER,2004,Princeton Regional,14S,,Princeton Learning Experience International School,Princeton Learning Experience International School,450137.5008,570671.2864,PRIVATE
